"filename", "language", "TypeScript (Luxcium)", "TypeScript React (Luxcium)", "JavaScript (Luxcium)", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/interfaces/login.tdo.ts", "TypeScript (Luxcium)", 10, 0, 0, 0, 0, 0, 0, 0, 10
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/interfaces/payload.validate.ts", "TypeScript (Luxcium)", 4, 0, 0, 0, 0, 0, 0, 0, 4
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/interfaces/usuario.interface.ts", "TypeScript (Luxcium)", 6, 0, 0, 0, 0, 0, 0, 0, 6
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/tdo/user.login.ts", "TypeScript (Luxcium)", 4, 0, 0, 0, 0, 0, 0, 0, 4
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/usuario.controller.ts", "TypeScript (Luxcium)", 12, 0, 0, 0, 0, 0, 0, 4, 16
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/usuario.module.ts", "TypeScript (Luxcium)", 11, 0, 0, 0, 0, 0, 0, 3, 14
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/usuario.service.ts", "TypeScript (Luxcium)", 30, 0, 0, 0, 0, 0, 0, 9, 39
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/usuario/usuarioDTO.ts", "TypeScript (Luxcium)", 6, 0, 0, 0, 0, 0, 0, 0, 6
"/home/jneiva/projetos/Projeto-cotacao/server-cotacao/src/util/util.ts", "TypeScript (Luxcium)", 235, 0, 0, 0, 0, 0, 0, 7, 242
"Total", "-", 2226, -3536, -27, -40, -20, -19146, -12, -26, -20581
